size,q,eps,count,num_samples,num_iterations,time_elapsed
12,13.0,80.0,2.085378442468275e151,544,2826,22.845871025566666
12,14.0,80.0,4.442830246985168e156,544,2536,19.795873172066667
12,15.0,80.0,2.6966537068882904e161,544,2329,19.588620244266668
