size,q,eps,count,num_samples,num_iterations,time_elapsed
8,10.0,40.0,7.75620045018222e58,392,2103,2.8043200679333333
8,11.0,40.0,1.1360883437185894e62,392,1542,2.8858308497666667
8,12.0,40.0,5.104820797643464e64,392,1262,2.378129512333333
8,13.0,40.0,2.3395687121580777e67,392,1094,2.2346934126666667
8,14.0,40.0,6.955745766157473e69,392,981,2.1874693304
8,15.0,40.0,7.464199243004566e71,392,901,2.1050043506666665
