size,q,eps,count,num_samples,num_iterations,time_elapsed
10,10.0,50.0,7.034179125963316e91,648,3636,14.4868658885
10,11.0,50.0,5.943431221113283e96,648,2666,14.101601329000001
10,12.0,50.0,1.350137256134266e101,648,2181,12.0115549762
10,13.0,50.0,1.1126014081508679e105,648,1890,10.879429998400001
10,14.0,50.0,8.532457512193991e108,648,1696,9.940130368766667
10,15.0,50.0,1.6502814976741246e112,648,1558,9.418502433633334
