size,q,count,time_elapsed
2,15,7,86.61084389686584
3,15,63,93.72542309761047
4,15,1235,90.44728589057922
5,15,55411,90.8026225566864
6,15,5868643,90.55901598930359
7,15,1182194902,92.45126843452454
8,15,0,92.22227382659912
9,15,0,90.65447521209717
