size,q,eps,count,num_samples,num_iterations,time_elapsed
11,13.0,50.0,1.6109934879384792e127,968,2410,23.6594127479
11,14.0,50.0,4.237299243695728e131,968,2163,18.7694162301
11,15.0,50.0,6.408509426079484e135,968,1987,20.1234082213
