size,q,eps,count,num_samples,num_iterations,time_elapsed
9,10.0,40.0,2.2677647058853983e74,648,2859,9.376370472733333
9,11.0,40.0,2.463426188785041e78,648,2097,8.442430387833333
9,12.0,40.0,8.889343899251539e81,648,1715,8.171129925566667
9,13.0,40.0,1.8251235097907465e85,648,1487,7.977404970266666
9,14.0,40.0,2.055286339874228e88,648,1334,7.0738505148
9,15.0,40.0,9.994767802406645e90,648,1225,7.692792115866666
